model,epochs,batchsize,units1,units2,MSE,RMSE,MAE,AR2
double_lstm,2000,256,64,16,0.007314074613605873,0.08552236323679248,0.05213102087469076,-0.5637894706956204
double_lstm,1000,128,32,32,0.012631978551287611,0.11239207512670817,0.10733942256950842,-1.7007866471323556
double_lstm,3000,1024,32,64,3.724237081112767e-05,0.00610265276835637,0.004470015803030601,0.9920373758247085
double_lstm,2500,512,32,32,3.52699376853037e-05,0.005938849862162176,0.00439726052701484,0.9924590928999045
double_lstm,3000,1024,64,4,7.697572907999802e-05,0.008773581314377728,0.007367111131223161,0.9835421647995638
double_lstm,2000,256,64,32,0.027247686571195317,0.16506873286966045,0.15526032314936894,-4.825705589820738
double_lstm,2500,512,32,64,0.00021483954967391338,0.014657405966743003,0.013688502350877313,0.9540661199922565
double_lstm,1000,128,32,64,0.012631978551287611,0.11239207512670817,0.10733942256950842,-1.7007866471323556
double_lstm,3000,1024,64,8,3.834904702488847e-05,0.00619266073872035,0.00461148839601254,0.991800762349734
double_lstm,2500,512,64,4,3.590968778732354e-05,0.005992469256268533,0.004410723495516345,0.9923223108015167
double_lstm,3000,1024,64,16,0.001229685675205667,0.03506687432899697,0.031190682660410356,0.7370864240877871
double_lstm,2000,256,64,64,0.00028886205152085326,0.016995942207505096,0.009588688847653246,0.9382397010536995
double_lstm,2500,512,64,8,0.004671028205591438,0.06834492084706396,0.05335892285933339,0.001308420939803323
double_lstm,3000,1024,64,32,0.004972982756366774,0.07051937858749731,0.05882376798141821,-0.06325112651856002
double_lstm,1000,128,64,4,0.00991440094264587,0.09957108487229548,0.07234315570565959,-1.1197535739549673
double_lstm,2500,512,64,16,0.004765299434575512,0.06903114829245934,0.054356527079453223,-0.01884728748031539
double_lstm,3000,1024,64,64,5.610919710989015e-05,0.007490607259087219,0.0059551560166927284,0.9880035443600194
double_lstm,2500,256,4,4,3.5367759474033415e-05,0.0059470799115224115,0.004371404065620469,0.9924381780622386
double_lstm,3500,1024,4,4,3.445959747674101e-05,0.005870229763539159,0.004309359625724208,0.9926323481034369
double_lstm,2500,512,64,32,3.560211660965806e-05,0.005966750925726501,0.004370123044458506,0.9923880712147654
double_lstm,1000,128,64,8,0.012631994495954537,0.11239214605992065,0.10733949024610866,-1.700790056190038
double_lstm,2500,512,64,64,0.004924473369358402,0.07017459204981816,0.0572978450503267,-0.05287955217168672
double_lstm,3500,1024,4,8,3.6760211999851126e-05,0.006063020039538969,0.0044788822880483465,0.992140464036425
double_lstm,2500,256,4,8,3.443156514345107e-05,0.005867841608585824,0.004306879383283354,0.9926383415708205
double_lstm,3500,1024,4,16,8.176454682451683e-05,0.009042375065463544,0.007913936538116374,0.9825182891677746
double_lstm,3000,512,4,4,3.389238775523731e-05,0.0058217169078577935,0.00426638170318498,0.992753620668597
double_lstm,1000,128,64,16,0.012631994495954537,0.11239214605992065,0.10733949024610866,-1.700790056190038
double_lstm,3500,1024,4,32,3.3612188892064746e-05,0.005797601994968674,0.004248260388296169,0.9928135287301192
double_lstm,3000,512,4,8,0.000436111061542059,0.020883272290090436,0.019972621263060892,0.9067570510116604
double_lstm,3500,1024,4,64,7.426144193206858e-05,0.008617507872469196,0.007196120408137068,0.9841224943541025
double_lstm,1000,128,64,32,0.0001215672320759983,0.011025753129650522,0.007592671789782978,0.9740082556515876
double_lstm,2500,256,4,16,9.068344537777582e-05,0.009522785589194782,0.008092272934599958,0.9806113794923055
double_lstm,3000,512,4,16,3.489356623483142e-05,0.005907077639140307,0.004325068661906978,0.9925395631907359
double_lstm,3500,1024,8,4,3.393310399025628e-05,0.005825212784976724,0.004258558841317971,0.9927449153131046
double_lstm,3000,512,4,32,3.5219535745485535e-05,0.005934604935923329,0.004320061794253488,0.9924698691124747
double_lstm,3500,1024,8,8,3.420725111886911e-05,0.005848696531610194,0.004280456242123675,0.992686301145791
double_lstm,1000,128,64,64,0.01263197923459284,0.11239207816653646,0.10733942519703644,-1.7007867932267802
double_lstm,2500,256,4,32,4.044444626995379e-05,0.006359594819637002,0.00481169786149656,0.9913527544404024
double_lstm,3500,1024,8,16,3.579150518433672e-05,0.005982600202615642,0.004352602551156698,0.9923475788935081
double_lstm,3000,512,4,64,3.7171213192393935e-05,0.006096819924550334,0.004573412442753157,0.9920525897158451
double_lstm,3500,1024,8,32,5.948104888202147e-05,0.007712395793916536,0.006239324884011044,0.987282623864049
double_lstm,3000,512,8,4,4.1484790094388004e-05,0.006440868737553033,0.00483874996898738,0.9911303231959184
double_lstm,2500,256,4,64,4.32681844281746e-05,0.006577855610164653,0.004868709433576247,0.9907490236565227
double_lstm,3500,1024,8,64,0.00012712994284962473,0.01127519147729318,0.010079138106226446,0.972818917424146
double_lstm,3000,512,8,8,3.411291020706727e-05,0.005840625840358828,0.004289817699097427,0.9927064717527817
double_lstm,3500,1024,16,4,3.426869607014841e-05,0.0058539470505077525,0.004273649823891172,0.9926731638764966
double_lstm,2500,256,8,4,3.554515573257496e-05,0.005961975824554723,0.004393410340136611,0.9924002497642783
double_lstm,3500,1024,16,8,3.450880670152096e-05,0.005874419690618041,0.004286423598853678,0.9926218268999167
double_lstm,3000,512,8,16,3.422819687473445e-05,0.005850486892108592,0.004277377581385546,0.992681822827725
double_lstm,1500,64,4,4,0.003444796959875601,0.05869239269169047,0.05610423927323416,0.2634834207847978
double_lstm,3500,1024,16,16,3.423582991027942e-05,0.005851139197650268,0.004285651711806431,0.9926801908426489
double_lstm,3000,512,8,32,3.44467689462419e-05,0.005869136984791026,0.004299985749455716,0.9926350909139741
double_lstm,3500,1024,16,32,3.447751204113736e-05,0.005871755448001676,0.004296709536863953,0.9926285178708163
double_lstm,2500,256,8,8,3.535596468393181e-05,0.005946088183329592,0.00437139145138011,0.9924406998533802
double_lstm,3500,1024,16,64,0.0041393050645907314,0.06433743128685455,0.03950310715642519,0.11499375957106606
double_lstm,3000,512,8,64,3.460261956946563e-05,0.0058823991338114445,0.004301542579240438,0.9926017691916136
double_lstm,3500,1024,32,4,3.4246015248751396e-05,0.005852009505182933,0.0042840612917072,0.9926780131611378
double_lstm,3000,512,16,4,3.5105739473611545e-05,0.005925009660212508,0.004319097177182595,0.992494199382695
double_lstm,3500,1024,32,8,3.66840294532413e-05,0.006056734223427779,0.004436368057849555,0.992156752284841
double_lstm,2500,256,8,16,5.60303102961711e-05,0.007485339691434925,0.00600493582980147,0.9880204107956504
double_lstm,3000,512,16,8,3.4267198940266213e-05,0.005853819175569588,0.004298235264826415,0.9926734839711183
double_lstm,3500,1024,32,16,3.5087214481174206e-05,0.005923446165972492,0.004333549932556894,0.9924981601281959
double_lstm,1500,64,4,8,0.0047663692532210235,0.06903889666862459,0.054343344179559994,-0.01907602060402369
double_lstm,3000,512,16,16,3.427258157745504e-05,0.0058542789118263775,0.004287618569656853,0.9926723331336159
double_lstm,3500,1024,32,32,3.423496130800311e-05,0.005851064972122862,0.004282773750487934,0.9926803765546037
double_lstm,3000,512,16,32,3.5644308310457784e-05,0.005970285446313081,0.004373183837323844,0.9923790503965556
double_lstm,3500,1024,32,64,3.53023491244388e-05,0.005941577999524941,0.004332735798586593,0.9924521631555517
double_lstm,2500,256,8,32,3.686703365598361e-05,0.006071822926929244,0.004507392919983326,0.9921176249774972
double_lstm,3500,1024,64,4,0.004384538364543619,0.06621584677812116,0.04424026107489344,0.06256152821033056
double_lstm,3000,512,16,64,3.404694000923154e-05,0.005834975579146115,0.004314953734508789,0.9927205765447349
double_lstm,3500,1024,64,8,0.004288033485553439,0.06548307785644654,0.04821868340870103,0.0831948033145884
double_lstm,3000,512,32,4,3.41212589639499e-05,0.005841340510871619,0.00426685985702442,0.9927046867425382
double_lstm,3500,1024,64,16,0.004753127855893225,0.0689429318777003,0.05401922630381026,-0.01624493686309636
double_lstm,2500,256,8,64,3.763241701618535e-05,0.006134526633423752,0.004529462846909191,0.9919539817959657
double_lstm,3500,1024,64,32,0.004681041768796908,0.06841813917958385,0.05069626655509582,-0.0008325340725683361
double_lstm,3000,512,32,8,3.558746965202068e-05,0.005965523418110156,0.004429123956261591,0.9923912028150486
double_lstm,3500,1024,64,64,4.251071449806694e-05,0.0065200241179053115,0.0046734945486049196,0.9909109749030779
double_lstm,1500,64,4,16,0.009595344319205605,0.0979558284085516,0.09597139533978244,-1.0515375090869052
double_lstm,2500,256,16,4,3.5745085309744394e-05,0.005978719370378944,0.004370998456841357,0.9923575037185822
double_lstm,3000,512,32,16,0.00015663266768432601,0.012515297347020006,0.011417136846371193,0.9665110722228526
double_lstm,2500,256,16,8,3.4748426205985936e-05,0.005894779572298351,0.0043178925473127275,0.9925705949289769
double_lstm,3000,512,32,32,3.566953351139733e-05,0.005972397635070637,0.004412597640776094,0.9923736571095426
double_lstm,3000,512,32,64,0.00018340910046901773,0.013542861605621528,0.012471661982200288,0.9607861232903386
double_lstm,1500,64,4,32,0.005940453576663404,0.07707433799043235,0.07295710398787453,-0.2701017210108203
double_lstm,2500,256,16,16,7.90795747703768e-05,0.00889266972120166,0.007388357098538147,0.9830923509936638
double_lstm,3000,512,64,4,0.004768134873361195,0.06905168262512648,0.05439009609937722,-0.019453519922845386
double_lstm,3000,512,64,8,3.545510851193926e-05,0.00595441924220484,0.004381687678682213,0.9924195023564291
double_lstm,2500,256,16,32,8.408915212804806e-05,0.00917001374742961,0.00794925315653073,0.9820212757396612
double_lstm,3000,512,64,16,0.00010884502312700291,0.010432881822727742,0.007321342479090482,0.9767283340551384
double_lstm,2500,256,16,64,3.765437313749846e-05,0.006136315925496214,0.004489446216563042,0.9919492874561976
double_lstm,1500,64,4,64,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3000,512,64,32,0.000307416435336948,0.01753329505075837,0.010026861380176786,0.9342726715141212
double_lstm,2500,256,32,4,3.561398917263316e-05,0.005967745736258638,0.004418098062767189,0.9923855327953546
double_lstm,3000,512,64,64,0.004754729761580101,0.06895454851987722,0.05405979281552876,-0.016587433129339635
double_lstm,2500,256,32,8,0.004676470040102631,0.06838472080883734,0.05290770301815562,0.00014492672359134318
double_lstm,3500,512,4,4,8.080638949865975e-05,0.00898923742586988,0.007455467327630624,0.9827231484858157
double_lstm,2500,256,32,16,3.786192581605117e-05,0.006153204516026684,0.004493416617795265,0.9919049115494037
double_lstm,3500,512,4,8,3.4127774097488665e-05,0.005841898158774138,0.004273647760900993,0.9927032937710735
double_lstm,1500,64,8,4,0.007495084503272209,0.08657415609332966,0.08253808519741668,-0.6024903829101926
double_lstm,2500,256,32,32,4.658374970784081e-05,0.006825228912486438,0.005314675489487159,0.9900401375229165
double_lstm,3500,512,4,16,4.979225519567422e-05,0.007056362745471226,0.005668580374821632,0.9893541413629636
double_lstm,2500,256,32,64,3.576558865210389e-05,0.005980433818052323,0.0043558657481571296,0.9923531199909625
double_lstm,3500,512,4,32,3.429250396485235e-05,0.0058559801882223225,0.004288485241165769,0.9926680736173696
double_lstm,2500,256,64,4,0.004744535947409465,0.06888059195019643,0.053794638925786654,-0.014407939466994923
double_lstm,1500,64,8,8,0.004766369942151329,0.06903890165806036,0.054343360424074484,-0.019076167901120433
double_lstm,3500,512,4,64,4.342069554031167e-05,0.006589438180931032,0.005011521644011444,0.9907164159400413
double_lstm,2500,256,64,8,0.007895582278330678,0.08885708907189498,0.08336460447635849,-0.6881190149326779
double_lstm,3500,512,8,4,3.4996453966686096e-05,0.005915780080994061,0.004326406958886107,0.9925175652265041
double_lstm,2500,256,64,16,0.03584311643982834,0.1893227837314578,0.17816444440535356,-6.663455877419224
double_lstm,3500,512,8,8,9.491611374375958e-05,0.009742490120280316,0.008448594615441285,0.9797064116633801
double_lstm,1500,64,8,16,0.0075879868960606655,0.08710905174584709,0.08193116772734135,-0.6223534266060777
double_lstm,2500,256,64,32,0.00803354767504672,0.08963006010846317,0.0842338702330705,-0.717616777274827
double_lstm,3500,512,8,16,3.49599581263994e-05,0.005912694658647561,0.0043240448828253605,0.9925253682383381
double_lstm,2500,256,64,64,0.004745543303729742,0.06888790389995723,0.053821372177082584,-0.014623317801248925
double_lstm,3500,512,8,32,3.428087969092515e-05,0.005854987591013763,0.004267324272512492,0.9926705589512133
double_lstm,3000,256,4,4,3.607017541488485e-05,0.006005845104136874,0.004418321848631707,0.9922879976620675
double_lstm,3500,512,8,64,6.92161052280919e-05,0.008319621699818562,0.007075326102506665,0.9852012151534659
double_lstm,1500,64,8,32,0.0034698875083083586,0.058905751063103834,0.0539821375279664,0.25811892322004293
double_lstm,3000,256,4,8,3.510537660768399e-05,0.005924979038586044,0.004328579076938014,0.9924942769654306
double_lstm,3500,512,16,4,0.00031806924127996734,0.01783449582354285,0.016844965642268013,0.9319950428806822
double_lstm,3000,256,4,16,3.3649630699129894e-05,0.005800830173270882,0.004252926946475567,0.9928055234653734
double_lstm,3500,512,16,8,5.498923390393133e-05,0.007415472601522531,0.006033437208840155,0.9882429986671695
double_lstm,3000,256,4,32,3.5631663287682894e-05,0.005969226355875852,0.00437465721131911,0.9923817539721297
double_lstm,1500,64,8,64,0.005600890675914674,0.0748390985776464,0.07086056561128525,-0.19750130101483965
double_lstm,3500,512,16,16,3.414851507201415e-05,0.005843673080521715,0.004263736790394799,0.9926988592363868
double_lstm,3500,512,16,32,3.6681749268643986e-05,0.0060565459850185225,0.004456260233248253,0.9921572398008772
double_lstm,3000,256,4,64,0.00031911062784345686,0.017863667816085723,0.011102337448174366,0.9317723886928403
double_lstm,3500,512,16,64,3.657477250349402e-05,0.006047708037223194,0.0045135915830101115,0.992180112022968
double_lstm,3500,512,32,4,3.472259634163e-05,0.005892588254886811,0.004313761192220727,0.9925761174963615
double_lstm,3000,256,8,4,3.455148214212368e-05,0.005878050879511309,0.00434271784862235,0.9926127026554705
double_lstm,1500,64,16,4,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3500,512,32,8,4.53514195142236e-05,0.006734346257375217,0.005189627477980647,0.9903036165114428
double_lstm,3000,256,8,8,0.0015636506926785024,0.03954302331231772,0.03846882990154061,0.6656828623941189
double_lstm,3500,512,32,16,3.449106711734596e-05,0.005872909595536608,0.0043029210300425625,0.9926256197208015
double_lstm,1500,64,16,8,0.001551623424715489,0.03939065148884299,0.02789274710847615,0.668254358584055
double_lstm,3000,256,8,16,3.414061548214629e-05,0.005842997131793434,0.004303170550746428,0.9927005482122464
double_lstm,3500,512,32,32,3.721777984321241e-05,0.006100637658738012,0.004483050108850066,0.9920426335092049
double_lstm,3500,512,32,64,0.00029301304816738757,0.017117623905419453,0.009586849990410944,0.937352195088602
double_lstm,3000,256,8,32,3.393223830882704e-05,0.005825138479798316,0.004279813387117125,0.9927451004005662
double_lstm,3500,512,64,4,0.0023430231247026567,0.04840478410965859,0.03879295779574289,0.49904874019325873
double_lstm,3000,256,8,64,3.6518521923860526e-05,0.00604305567770648,0.004428788301258244,0.9921921387069709
double_lstm,3500,512,64,8,0.0005270761909015875,0.02295813997042416,0.02194754711047518,0.8873082049159046
double_lstm,3000,64,4,4,7.496983353685333e-05,0.008658512201114769,0.006268375342700681,0.983971036324042
double_lstm,3500,512,64,16,0.004700703287924995,0.06856167506650487,0.05412144602105389,-0.00503627524485406
double_lstm,3000,256,16,4,3.469438217418931e-05,0.00589019372976724,0.004342983421808382,0.9925821498408889
double_lstm,1500,64,16,16,0.003676580923147068,0.06063481609724786,0.05698753331446487,0.21392673174504462
double_lstm,3500,512,64,32,0.004765276201132952,0.06903098000994157,0.054353154954960056,-0.018842320042223193
double_lstm,3500,512,64,64,3.4264981501489034e-05,0.005853629771474194,0.004275345600593371,0.9926739580717523
double_lstm,3000,256,16,8,0.006398048239681874,0.07998780056784831,0.07424193599471708,-0.367937982421614
double_lstm,1500,64,16,32,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3000,256,16,16,3.440486160311596e-05,0.005865565753029793,0.00430673315952767,0.9926440509349456
double_lstm,3000,256,16,32,0.0016021753210348128,0.04002718227698288,0.03862975157945222,0.6574460844873156
double_lstm,3000,64,4,8,0.019489101368750223,0.13960337162386238,0.1347652153289454,-3.1668773048988594
double_lstm,1500,64,16,64,0.007563436989741978,0.08696802280000379,0.08324435936852137,-0.6171045213055615
double_lstm,3000,256,16,64,3.4132941564340274e-05,0.005842340418388874,0.004273574867352259,0.9927021889381753
double_lstm,3000,256,32,4,3.44533455370902e-05,0.005869697227037371,0.004324050356758655,0.9926336848025977
double_lstm,1500,64,32,4,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3000,256,32,8,3.522660235756676e-05,0.005935200279482299,0.004372339545740163,0.9924683582318575
double_lstm,3000,64,4,16,0.00013050377733548281,0.011423824987082165,0.00903471555778111,0.9720975730130511
double_lstm,3000,256,32,16,5.540824361707262e-05,0.007443671380244605,0.00560423582616062,0.988153412080739
double_lstm,3000,256,32,32,3.815583878261034e-05,0.006177041264441281,0.004609692850145794,0.9918420713369795
double_lstm,1500,64,32,8,0.004766369528792812,0.06903889866439653,0.054343350677365794,-0.01907607952279089
double_lstm,3000,256,32,64,0.0003198425716534208,0.017884143022617014,0.010242913999159244,0.9316158950714826
double_lstm,3000,64,4,32,6.0567940862535374e-05,0.007782540771659046,0.006120234989192373,0.9870502403672018
double_lstm,3000,256,64,4,3.95677680205128e-05,0.0062902915687997165,0.004739742748641965,0.9915401930827583
double_lstm,3000,256,64,8,3.6277119957471126e-05,0.006023049058198939,0.004436293307054736,0.9922437517780958
double_lstm,1500,64,32,16,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3000,256,64,16,0.011614414330485762,0.10777019221698439,0.10288844511521551,-1.4832258074758364
double_lstm,3000,256,64,32,0.028768928159175946,0.16961405649053957,0.159462861735306,-5.150955427065095
double_lstm,3000,64,4,64,7.502757018791647e-05,0.008661845657128535,0.00656419976161298,0.9839586919097756
double_lstm,1500,64,32,32,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3000,256,64,64,0.006143511114183198,0.07838055316328917,0.07469450500286114,-0.3135165418725243
double_lstm,3500,256,4,4,3.5695892527881534e-05,0.005974603964103523,0.004401964073481775,0.9923680214065161
double_lstm,3000,64,8,4,0.004714667042938328,0.06866343308441786,0.05488726339393221,-0.008021803040892728
double_lstm,3500,256,4,8,3.445997973419446e-05,0.0058702623224345316,0.004312334368131237,0.9926322663746863
double_lstm,1500,64,32,64,0.24899744170436383,0.49899643456077303,0.4821042754145956,-52.237025616760114
double_lstm,3500,256,4,16,3.570729080213974e-05,0.005975557781675259,0.004378882609841194,0.9923655843926477
double_lstm,3500,256,4,32,3.5643225457049904e-05,0.005970194758720179,0.00439960888336455,0.9923792819165834
double_lstm,1500,64,64,4,0.004766369391006862,0.06903889766651015,0.0543433474284629,-0.019076050063395522
double_lstm,3500,256,4,64,3.4609923521689644e-05,0.005883019932117317,0.004303107184486168,0.9926002075663655
double_lstm,3000,64,8,8,0.00013681046555303047,0.011696600598166566,0.008369370230586098,0.9707491683069773
double_lstm,3500,256,8,4,4.0160622441533376e-05,0.00633724091711317,0.004708677483503919,0.9914134375394771
double_lstm,3500,256,8,8,3.591117368577723e-05,0.005992593235468033,0.004389779690608708,0.9923219931082362
double_lstm,1500,64,64,8,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,3500,256,8,16,3.443687244543445e-05,0.005868293827462498,0.004306849502537034,0.9926372068404004
double_lstm,3500,256,8,32,3.430941717343832e-05,0.005857424107356264,0.004277054166692668,0.9926644574801411
double_lstm,1500,64,64,16,0.09133311556840798,0.3022136918943415,0.2943675369384597,-18.527523575711637
double_lstm,3000,64,8,16,8.22706439699514e-05,0.009070316641107487,0.006878638686800845,0.9824100828082568
double_lstm,3500,256,8,64,0.0002774765257622959,0.016657626654547637,0.015548515892148345,0.9406739892227653
double_lstm,3500,256,16,4,3.609203715620931e-05,0.006007664867168383,0.004406711906758051,0.9922833235012611
double_lstm,1500,64,64,32,0.042648139510295356,0.20651425982313026,0.1954408368650818,-8.118407322081984
double_lstm,3500,256,16,8,3.5035750077653207e-05,0.005919100444970773,0.004325441156557071,0.9925091635013624
double_lstm,3500,256,16,16,3.539028140903608e-05,0.0059489731390414,0.00437953705835633,0.9924333627483845
double_lstm,3500,256,16,32,3.489324092972447e-05,0.0059070501038779475,0.004366724999893695,0.9925396327427609
double_lstm,1500,64,64,64,0.012473928512355386,0.11168674277798321,0.08827830847474834,-1.6669946775692512
double_lstm,3000,64,8,32,0.007153425045466957,0.0845779229200325,0.08283551485937518,-0.529441707458409
double_lstm,3500,256,16,64,3.779599851801819e-05,0.006147845030416608,0.004481643595429153,0.9919190071691427
double_lstm,1500,128,4,4,0.0034298942185608753,0.058565298757548186,0.04048460592219364,0.26666970902816867
double_lstm,3500,256,32,4,3.579027746254146e-05,0.005982497594027219,0.0043914568580629585,0.9923478413871957
double_lstm,1500,128,4,8,0.00010287623760265602,0.010142792396704963,0.008693641113807181,0.9780044933027418
double_lstm,3500,256,32,8,0.004811010951817208,0.06936145148291814,0.055300599733253436,-0.028620661848018702
double_lstm,3000,64,8,64,0.00269562917203578,0.05191944888031632,0.04608060102341571,0.4236596235581337
double_lstm,1500,128,4,16,0.012631978551287611,0.11239207512670817,0.10733942256950842,-1.7007866471323556
double_lstm,3500,256,32,16,3.4668435724603677e-05,0.0058879908054109325,0.004341414726352424,0.9925876973348382
double_lstm,3500,256,32,32,3.470512737224203e-05,0.005891105785185157,0.0043260312997799285,0.992579852458313
double_lstm,1500,128,4,32,0.0002516408143567139,0.015863190547828452,0.013975580412665849,0.9461978067387671
double_lstm,3500,256,32,64,0.00047073159505677274,0.021696349809513415,0.016838277092997556,0.8993549901030305
double_lstm,1500,128,4,64,0.10427369345396159,0.322914374802302,0.3178983985956879,-21.294290461641545
double_lstm,3500,256,64,4,0.008068859629387855,0.08982683134446999,0.08445340115835538,-0.725166667767553
double_lstm,3000,64,16,4,0.0032208740581008244,0.056752744938908674,0.05338445090391863,0.3113593715430266
double_lstm,1500,128,8,4,0.0006608906266162858,0.02570779311057808,0.024805631650718224,0.8586979409177149
double_lstm,3500,256,64,8,4.4701007937457574e-05,0.006685881238659387,0.004846695825893974,0.9904426780919022
double_lstm,1500,128,8,8,0.0015999636728839864,0.03999954590847234,0.03834248162806253,0.6579189470535127
double_lstm,3500,256,64,16,6.316430545392486e-05,0.00794759746426081,0.006270455209142972,0.9864951233052909
double_lstm,1500,128,8,16,0.0007281541603409564,0.026984331756427775,0.025421531814267248,0.8443166266220212
double_lstm,3500,256,64,32,0.004778944820736381,0.06912991263365216,0.05463317913910515,-0.02176474626071223
double_lstm,3500,256,64,64,0.004752848925848628,0.06894090894272158,0.054013844262405554,-0.016185300081979825
double_lstm,1500,128,8,32,0.001496737374168807,0.03868769021496123,0.03760342858303236,0.6799892987463149
double_lstm,3000,64,16,8,0.0026548469341051636,0.051525206783720565,0.04851760182136106,0.432379090836833
double_lstm,1500,128,8,64,7.698755924052506e-05,0.008774255480696073,0.006695598507194542,0.9835396354460302
double_lstm,1500,128,16,4,0.012631986523619075,0.11239211059331111,0.10733945640780854,-1.7007883516607696
double_lstm,1500,128,16,8,0.00013480999647520728,0.01161077070978526,0.008633031332043763,0.9711768796232569
double_lstm,3000,64,16,16,0.005107570444054861,0.07146726834051279,0.06816523393138241,-0.09202671605115564
double_lstm,1500,128,16,16,0.004828145410727245,0.0694848574203563,0.04650096770175399,-0.032284103615448645
double_lstm,1500,128,16,32,0.012631978551287611,0.11239207512670817,0.10733942256950842,-1.7007866471323556
double_lstm,3000,64,16,32,0.005969928544337617,0.07726531268517339,0.05595218469776932,-0.27640363157819214
double_lstm,1500,128,16,64,0.00149376375590312,0.0386492400430218,0.037859298304571416,0.6806250747233742
